Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW)
2022-03-05T08:00:00-04:00;2022-03-05;13:00;93;Provence-Alpes-Côte d'Azur;3631;Définitif;;;3631;5704;Consolidé;9335
2022-03-05T10:00:00-04:00;2022-03-05;15:00;93;Provence-Alpes-Côte d'Azur;3995;Définitif;;;3995;5390;Consolidé;9385
2022-03-05T11:00:00-04:00;2022-03-05;16:00;93;Provence-Alpes-Côte d'Azur;4217;Définitif;;;4217;5154;Consolidé;9371
2022-03-05T13:00:00-04:00;2022-03-05;18:00;93;Provence-Alpes-Côte d'Azur;4747;Définitif;;;4747;5245;Consolidé;9992
2022-03-05T13:30:00-04:00;2022-03-05;18:30;93;Provence-Alpes-Côte d'Azur;;;;;;5517;Consolidé;
2022-03-05T15:30:00-04:00;2022-03-05;20:30;93;Provence-Alpes-Côte d'Azur;;;;;;5782;Consolidé;
2022-03-05T17:00:00-04:00;2022-03-05;22:00;93;Provence-Alpes-Côte d'Azur;4621;Définitif;;;4621;5418;Consolidé;10039
2022-03-05T18:30:00-04:00;2022-03-05;23:30;93;Provence-Alpes-Côte d'Azur;;;;;;6006;Consolidé;
2022-03-05T19:30:00-04:00;2022-03-06;00:30;93;Provence-Alpes-Côte d'Azur;;;;;;5530;Consolidé;
2022-03-06T00:00:00-04:00;2022-03-06;05:00;93;Provence-Alpes-Côte d'Azur;4014;Définitif;;;4014;4930;Consolidé;8944
2022-03-06T01:00:00-04:00;2022-03-06;06:00;93;Provence-Alpes-Côte d'Azur;4235;Définitif;;;4235;4946;Consolidé;9181
2022-03-06T03:30:00-04:00;2022-03-06;08:30;93;Provence-Alpes-Côte d'Azur;;;;;;5251;Consolidé;
2022-03-06T04:30:00-04:00;2022-03-06;09:30;93;Provence-Alpes-Côte d'Azur;;;;;;5490;Consolidé;
2022-03-06T08:30:00-04:00;2022-03-06;13:30;93;Provence-Alpes-Côte d'Azur;;;;;;5686;Consolidé;
2022-03-06T09:00:00-04:00;2022-03-06;14:00;93;Provence-Alpes-Côte d'Azur;3694;Définitif;;;3694;5478;Consolidé;9172
2022-03-06T19:00:00-04:00;2022-03-07;00:00;93;Provence-Alpes-Côte d'Azur;5527;Définitif;;;5527;5784;Consolidé;11311
2022-03-06T20:00:00-04:00;2022-03-07;01:00;93;Provence-Alpes-Côte d'Azur;5657;Définitif;;;5657;5412;Consolidé;11069
2022-03-07T03:00:00-04:00;2022-03-07;08:00;93;Provence-Alpes-Côte d'Azur;7798;Définitif;;;7798;6131;Consolidé;13929
2022-03-07T04:30:00-04:00;2022-03-07;09:30;93;Provence-Alpes-Côte d'Azur;;;;;;6071;Consolidé;
2022-03-07T08:00:00-04:00;2022-03-07;13:00;93;Provence-Alpes-Côte d'Azur;4978;Définitif;;;4978;5683;Consolidé;10661
2022-03-07T09:30:00-04:00;2022-03-07;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5536;Consolidé;
2022-03-07T11:30:00-04:00;2022-03-07;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;5151;Consolidé;
2022-03-07T13:30:00-04:00;2022-03-07;18:30;93;Provence-Alpes-Côte d'Azur;;;;;;5754;Consolidé;
2022-03-07T14:00:00-04:00;2022-03-07;19:00;93;Provence-Alpes-Côte d'Azur;5407;Définitif;;;5407;6279;Consolidé;11686
2022-03-07T15:30:00-04:00;2022-03-07;20:30;93;Provence-Alpes-Côte d'Azur;;;;;;6194;Consolidé;
2022-03-07T22:30:00-04:00;2022-03-08;03:30;93;Provence-Alpes-Côte d'Azur;;;;;;5503;Consolidé;
2022-03-08T01:00:00-04:00;2022-03-08;06:00;93;Provence-Alpes-Côte d'Azur;6448;Définitif;;;6448;5636;Consolidé;12084
2022-03-08T01:30:00-04:00;2022-03-08;06:30;93;Provence-Alpes-Côte d'Azur;;;;;;5839;Consolidé;
2022-03-08T03:30:00-04:00;2022-03-08;08:30;93;Provence-Alpes-Côte d'Azur;;;;;;6129;Consolidé;
2022-03-08T04:00:00-04:00;2022-03-08;09:00;93;Provence-Alpes-Côte d'Azur;5893;Définitif;;;5893;6143;Consolidé;12036
2022-03-08T04:30:00-04:00;2022-03-08;09:30;93;Provence-Alpes-Côte d'Azur;;;;;;6073;Consolidé;
2022-03-08T09:00:00-04:00;2022-03-08;14:00;93;Provence-Alpes-Côte d'Azur;4516;Définitif;;;4516;5847;Consolidé;10363
2022-03-08T10:00:00-04:00;2022-03-08;15:00;93;Provence-Alpes-Côte d'Azur;4467;Définitif;;;4467;5714;Consolidé;10181
2022-03-08T11:30:00-04:00;2022-03-08;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;5480;Consolidé;
2022-03-08T13:00:00-04:00;2022-03-08;18:00;93;Provence-Alpes-Côte d'Azur;6036;Définitif;;;6036;5724;Consolidé;11760
2022-03-08T13:30:00-04:00;2022-03-08;18:30;93;Provence-Alpes-Côte d'Azur;;;;;;5993;Consolidé;
2022-03-08T14:00:00-04:00;2022-03-08;19:00;93;Provence-Alpes-Côte d'Azur;6344;Définitif;;;6344;6400;Consolidé;12744
2022-03-08T14:30:00-04:00;2022-03-08;19:30;93;Provence-Alpes-Côte d'Azur;;;;;;6525;Consolidé;
2022-03-08T16:00:00-04:00;2022-03-08;21:00;93;Provence-Alpes-Côte d'Azur;5686;Définitif;;;5686;6036;Consolidé;11722
2022-03-08T18:30:00-04:00;2022-03-08;23:30;93;Provence-Alpes-Côte d'Azur;;;;;;6146;Consolidé;
2022-03-08T20:30:00-04:00;2022-03-09;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;5447;Consolidé;
2022-03-08T23:00:00-04:00;2022-03-09;04:00;93;Provence-Alpes-Côte d'Azur;5994;Définitif;;;5994;5042;Consolidé;11036
2022-03-09T00:00:00-04:00;2022-03-09;05:00;93;Provence-Alpes-Côte d'Azur;6573;Définitif;;;6573;5063;Consolidé;11636
2022-03-09T01:00:00-04:00;2022-03-09;06:00;93;Provence-Alpes-Côte d'Azur;7374;Définitif;;;7374;5240;Consolidé;12614
2022-03-09T02:00:00-04:00;2022-03-09;07:00;93;Provence-Alpes-Côte d'Azur;7627;Définitif;;;7627;5686;Consolidé;13313
2022-03-09T02:30:00-04:00;2022-03-09;07:30;93;Provence-Alpes-Côte d'Azur;;;;;;5775;Consolidé;
2022-03-09T04:00:00-04:00;2022-03-09;09:00;93;Provence-Alpes-Côte d'Azur;6890;Définitif;;;6890;5950;Consolidé;12840
2022-03-09T05:30:00-04:00;2022-03-09;10:30;93;Provence-Alpes-Côte d'Azur;;;;;;5665;Consolidé;
2022-03-09T07:00:00-04:00;2022-03-09;12:00;93;Provence-Alpes-Côte d'Azur;4491;Définitif;;;4491;5805;Consolidé;10296
2022-03-09T08:00:00-04:00;2022-03-09;13:00;93;Provence-Alpes-Côte d'Azur;4435;Définitif;;;4435;5751;Consolidé;10186
2022-03-09T09:00:00-04:00;2022-03-09;14:00;93;Provence-Alpes-Côte d'Azur;4584;Définitif;;;4584;5655;Consolidé;10239
2022-03-09T09:30:00-04:00;2022-03-09;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5656;Consolidé;
2022-03-09T15:00:00-04:00;2022-03-09;20:00;93;Provence-Alpes-Côte d'Azur;6734;Définitif;;;6734;6285;Consolidé;13019
2022-03-09T16:00:00-04:00;2022-03-09;21:00;93;Provence-Alpes-Côte d'Azur;6373;Définitif;;;6373;5958;Consolidé;12331
2022-03-09T16:30:00-04:00;2022-03-09;21:30;93;Provence-Alpes-Côte d'Azur;;;;;;5721;Consolidé;
2022-03-09T18:00:00-04:00;2022-03-09;23:00;93;Provence-Alpes-Côte d'Azur;5087;Définitif;;;5087;5679;Consolidé;10766
2022-03-09T18:30:00-04:00;2022-03-09;23:30;93;Provence-Alpes-Côte d'Azur;;;;;;6089;Consolidé;
2022-03-09T20:00:00-04:00;2022-03-10;01:00;93;Provence-Alpes-Côte d'Azur;4457;Définitif;;;4457;5422;Consolidé;9879
2022-03-09T22:00:00-04:00;2022-03-10;03:00;93;Provence-Alpes-Côte d'Azur;4482;Définitif;;;4482;5353;Consolidé;9835
2022-03-10T00:30:00-04:00;2022-03-10;05:30;93;Provence-Alpes-Côte d'Azur;;;;;;5210;Consolidé;
2022-03-10T04:00:00-04:00;2022-03-10;09:00;93;Provence-Alpes-Côte d'Azur;6743;Définitif;;;6743;5905;Consolidé;12648
2022-03-10T05:00:00-04:00;2022-03-10;10:00;93;Provence-Alpes-Côte d'Azur;6405;Définitif;;;6405;5879;Consolidé;12284
2022-03-10T06:30:00-04:00;2022-03-10;11:30;93;Provence-Alpes-Côte d'Azur;;;;;;5716;Consolidé;
2022-03-10T07:30:00-04:00;2022-03-10;12:30;93;Provence-Alpes-Côte d'Azur;;;;;;5826;Consolidé;
2022-03-10T08:00:00-04:00;2022-03-10;13:00;93;Provence-Alpes-Côte d'Azur;5226;Définitif;;;5226;5801;Consolidé;11027
2022-03-10T09:00:00-04:00;2022-03-10;14:00;93;Provence-Alpes-Côte d'Azur;5215;Définitif;;;5215;5636;Consolidé;10851
2022-03-10T09:30:00-04:00;2022-03-10;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5646;Consolidé;
2022-03-10T10:00:00-04:00;2022-03-10;15:00;93;Provence-Alpes-Côte d'Azur;5064;Définitif;;;5064;5428;Consolidé;10492
2022-03-10T16:30:00-04:00;2022-03-10;21:30;93;Provence-Alpes-Côte d'Azur;;;;;;5571;Consolidé;
2022-03-10T20:30:00-04:00;2022-03-11;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;5160;Consolidé;
2022-03-11T00:00:00-04:00;2022-03-11;05:00;93;Provence-Alpes-Côte d'Azur;4089;Définitif;;;4089;4774;Consolidé;8863
2022-03-11T01:30:00-04:00;2022-03-11;06:30;93;Provence-Alpes-Côte d'Azur;;;;;;5267;Consolidé;
2022-03-11T02:00:00-04:00;2022-03-11;07:00;93;Provence-Alpes-Côte d'Azur;4997;Définitif;;;4997;5454;Consolidé;10451
2022-03-11T03:00:00-04:00;2022-03-11;08:00;93;Provence-Alpes-Côte d'Azur;4843;Définitif;;;4843;5545;Consolidé;10388
2022-03-11T03:30:00-04:00;2022-03-11;08:30;93;Provence-Alpes-Côte d'Azur;;;;;;5610;Consolidé;
2022-02-24T09:00:00-04:00;2022-02-24;14:00;93;Provence-Alpes-Côte d'Azur;3315;Définitif;;;3315;5614;Consolidé;8929
2022-02-24T11:00:00-04:00;2022-02-24;16:00;93;Provence-Alpes-Côte d'Azur;3253;Définitif;;;3253;5320;Consolidé;8573
2022-02-24T13:00:00-04:00;2022-02-24;18:00;93;Provence-Alpes-Côte d'Azur;3552;Définitif;;;3552;5390;Consolidé;8942
2022-02-24T15:00:00-04:00;2022-02-24;20:00;93;Provence-Alpes-Côte d'Azur;3525;Définitif;;;3525;6004;Consolidé;9529
2022-02-24T21:30:00-04:00;2022-02-25;02:30;93;Provence-Alpes-Côte d'Azur;;;;;;5093;Consolidé;
2022-02-25T02:30:00-04:00;2022-02-25;07:30;93;Provence-Alpes-Côte d'Azur;;;;;;5556;Consolidé;
2022-02-25T05:00:00-04:00;2022-02-25;10:00;93;Provence-Alpes-Côte d'Azur;3658;Définitif;;;3658;5674;Consolidé;9332
2022-02-25T05:30:00-04:00;2022-02-25;10:30;93;Provence-Alpes-Côte d'Azur;;;;;;5628;Consolidé;
2022-02-25T07:30:00-04:00;2022-02-25;12:30;93;Provence-Alpes-Côte d'Azur;;;;;;5700;Consolidé;
2022-02-25T09:30:00-04:00;2022-02-25;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5477;Consolidé;
2022-02-25T12:30:00-04:00;2022-02-25;17:30;93;Provence-Alpes-Côte d'Azur;;;;;;5016;Consolidé;
2022-02-25T13:30:00-04:00;2022-02-25;18:30;93;Provence-Alpes-Côte d'Azur;;;;;;5539;Consolidé;
2022-02-25T14:00:00-04:00;2022-02-25;19:00;93;Provence-Alpes-Côte d'Azur;5455;Définitif;;;5455;5973;Consolidé;11428
2022-02-25T19:30:00-04:00;2022-02-26;00:30;93;Provence-Alpes-Côte d'Azur;;;;;;5408;Consolidé;
2022-02-25T21:30:00-04:00;2022-02-26;02:30;93;Provence-Alpes-Côte d'Azur;;;;;;5277;Consolidé;
2022-02-25T22:30:00-04:00;2022-02-26;03:30;93;Provence-Alpes-Côte d'Azur;;;;;;4919;Consolidé;
2022-02-25T23:00:00-04:00;2022-02-26;04:00;93;Provence-Alpes-Côte d'Azur;4802;Définitif;;;4802;4842;Consolidé;9644
2022-02-26T01:00:00-04:00;2022-02-26;06:00;93;Provence-Alpes-Côte d'Azur;5469;Définitif;;;5469;4898;Consolidé;10367
2022-02-26T05:00:00-04:00;2022-02-26;10:00;93;Provence-Alpes-Côte d'Azur;4989;Définitif;;;4989;5411;Consolidé;10400
2022-02-26T06:30:00-04:00;2022-02-26;11:30;93;Provence-Alpes-Côte d'Azur;;;;;;5201;Consolidé;
2022-02-26T07:00:00-04:00;2022-02-26;12:00;93;Provence-Alpes-Côte d'Azur;3806;Définitif;;;3806;5269;Consolidé;9075
2022-02-26T10:00:00-04:00;2022-02-26;15:00;93;Provence-Alpes-Côte d'Azur;3486;Définitif;;;3486;4917;Consolidé;8403
2022-02-26T11:00:00-04:00;2022-02-26;16:00;93;Provence-Alpes-Côte d'Azur;3656;Définitif;;;3656;4687;Consolidé;8343
2022-02-26T12:00:00-04:00;2022-02-26;17:00;93;Provence-Alpes-Côte d'Azur;3921;Définitif;;;3921;4640;Consolidé;8561
2022-02-26T13:00:00-04:00;2022-02-26;18:00;93;Provence-Alpes-Côte d'Azur;4181;Définitif;;;4181;4884;Consolidé;9065
2022-02-26T14:30:00-04:00;2022-02-26;19:30;93;Provence-Alpes-Côte d'Azur;;;;;;5807;Consolidé;
2022-02-26T17:30:00-04:00;2022-02-26;22:30;93;Provence-Alpes-Côte d'Azur;;;;;;5355;Consolidé;
2022-02-26T21:00:00-04:00;2022-02-27;02:00;93;Provence-Alpes-Côte d'Azur;3331;Définitif;;;3331;5298;Consolidé;8629
2022-02-26T23:00:00-04:00;2022-02-27;04:00;93;Provence-Alpes-Côte d'Azur;3478;Définitif;;;3478;4976;Consolidé;8454
2022-02-26T23:30:00-04:00;2022-02-27;04:30;93;Provence-Alpes-Côte d'Azur;;;;;;4905;Consolidé;
2022-02-27T01:00:00-04:00;2022-02-27;06:00;93;Provence-Alpes-Côte d'Azur;3951;Définitif;;;3951;4919;Consolidé;8870
2022-02-27T05:30:00-04:00;2022-02-27;10:30;93;Provence-Alpes-Côte d'Azur;;;;;;5338;Consolidé;
2022-02-27T06:30:00-04:00;2022-02-27;11:30;93;Provence-Alpes-Côte d'Azur;;;;;;5281;Consolidé;
2022-02-27T08:00:00-04:00;2022-02-27;13:00;93;Provence-Alpes-Côte d'Azur;3162;Définitif;;;3162;5393;Consolidé;8555
2022-02-27T10:30:00-04:00;2022-02-27;15:30;93;Provence-Alpes-Côte d'Azur;;;;;;5089;Consolidé;
2022-02-27T11:30:00-04:00;2022-02-27;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;4981;Consolidé;
2022-02-27T12:00:00-04:00;2022-02-27;17:00;93;Provence-Alpes-Côte d'Azur;3421;Définitif;;;3421;5039;Consolidé;8460
2022-02-27T15:30:00-04:00;2022-02-27;20:30;93;Provence-Alpes-Côte d'Azur;;;;;;5938;Consolidé;
2022-02-27T18:00:00-04:00;2022-02-27;23:00;93;Provence-Alpes-Côte d'Azur;3333;Définitif;;;3333;5550;Consolidé;8883
2022-02-27T19:30:00-04:00;2022-02-28;00:30;93;Provence-Alpes-Côte d'Azur;;;;;;5515;Consolidé;
2022-02-27T20:00:00-04:00;2022-02-28;01:00;93;Provence-Alpes-Côte d'Azur;3497;Définitif;;;3497;5345;Consolidé;8842
2022-02-27T21:00:00-04:00;2022-02-28;02:00;93;Provence-Alpes-Côte d'Azur;3658;Définitif;;;3658;5396;Consolidé;9054
2022-02-27T22:30:00-04:00;2022-02-28;03:30;93;Provence-Alpes-Côte d'Azur;;;;;;5240;Consolidé;
2022-02-27T23:30:00-04:00;2022-02-28;04:30;93;Provence-Alpes-Côte d'Azur;;;;;;5125;Consolidé;
2022-02-28T01:30:00-04:00;2022-02-28;06:30;93;Provence-Alpes-Côte d'Azur;;;;;;5638;Consolidé;
2022-02-28T08:30:00-04:00;2022-02-28;13:30;93;Provence-Alpes-Côte d'Azur;;;;;;5602;Consolidé;
2022-02-28T09:30:00-04:00;2022-02-28;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5411;Consolidé;
2022-02-28T11:30:00-04:00;2022-02-28;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;4930;Consolidé;
2022-02-28T12:00:00-04:00;2022-02-28;17:00;93;Provence-Alpes-Côte d'Azur;6504;Définitif;;;6504;4957;Consolidé;11461
2022-02-28T13:30:00-04:00;2022-02-28;18:30;93;Provence-Alpes-Côte d'Azur;;;;;;5577;Consolidé;
2022-02-28T15:00:00-04:00;2022-02-28;20:00;93;Provence-Alpes-Côte d'Azur;7071;Définitif;;;7071;6181;Consolidé;13252
2022-02-28T22:00:00-04:00;2022-03-01;03:00;93;Provence-Alpes-Côte d'Azur;6590;Définitif;;;6590;5144;Consolidé;11734
2022-03-01T06:30:00-04:00;2022-03-01;11:30;93;Provence-Alpes-Côte d'Azur;;;;;;5469;Consolidé;
2022-03-01T09:30:00-04:00;2022-03-01;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5331;Consolidé;
2022-03-01T15:30:00-04:00;2022-03-01;20:30;93;Provence-Alpes-Côte d'Azur;;;;;;5973;Consolidé;
2022-03-01T19:30:00-04:00;2022-03-02;00:30;93;Provence-Alpes-Côte d'Azur;;;;;;5392;Consolidé;
2022-03-01T22:30:00-04:00;2022-03-02;03:30;93;Provence-Alpes-Côte d'Azur;;;;;;5047;Consolidé;
2022-03-01T23:00:00-04:00;2022-03-02;04:00;93;Provence-Alpes-Côte d'Azur;6446;Définitif;;;6446;4871;Consolidé;11317
2022-03-01T23:30:00-04:00;2022-03-02;04:30;93;Provence-Alpes-Côte d'Azur;;;;;;4902;Consolidé;
2022-03-02T14:00:00-04:00;2022-03-02;19:00;93;Provence-Alpes-Côte d'Azur;6506;Définitif;;;6506;6174;Consolidé;12680
2022-03-02T15:00:00-04:00;2022-03-02;20:00;93;Provence-Alpes-Côte d'Azur;6211;Définitif;;;6211;6128;Consolidé;12339
2022-03-02T15:30:00-04:00;2022-03-02;20:30;93;Provence-Alpes-Côte d'Azur;;;;;;5956;Consolidé;
2022-03-02T23:30:00-04:00;2022-03-03;04:30;93;Provence-Alpes-Côte d'Azur;;;;;;4816;Consolidé;
2022-03-03T04:00:00-04:00;2022-03-03;09:00;93;Provence-Alpes-Côte d'Azur;7144;Définitif;;;7144;5767;Consolidé;12911
2022-03-03T06:30:00-04:00;2022-03-03;11:30;93;Provence-Alpes-Côte d'Azur;;;;;;5519;Consolidé;
2022-03-03T07:00:00-04:00;2022-03-03;12:00;93;Provence-Alpes-Côte d'Azur;5548;Définitif;;;5548;5623;Consolidé;11171
2022-03-03T07:30:00-04:00;2022-03-03;12:30;93;Provence-Alpes-Côte d'Azur;;;;;;5751;Consolidé;
2022-03-03T10:30:00-04:00;2022-03-03;15:30;93;Provence-Alpes-Côte d'Azur;;;;;;5276;Consolidé;
2022-03-03T11:00:00-04:00;2022-03-03;16:00;93;Provence-Alpes-Côte d'Azur;5890;Définitif;;;5890;5267;Consolidé;11157
2022-03-03T12:30:00-04:00;2022-03-03;17:30;93;Provence-Alpes-Côte d'Azur;;;;;;5165;Consolidé;
2022-03-03T13:30:00-04:00;2022-03-03;18:30;93;Provence-Alpes-Côte d'Azur;;;;;;5614;Consolidé;
2022-03-03T19:00:00-04:00;2022-03-04;00:00;93;Provence-Alpes-Côte d'Azur;4380;Définitif;;;4380;5586;Consolidé;9966
2022-03-03T19:30:00-04:00;2022-03-04;00:30;93;Provence-Alpes-Côte d'Azur;;;;;;5390;Consolidé;
2022-03-03T20:30:00-04:00;2022-03-04;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;5232;Consolidé;
2022-03-03T21:30:00-04:00;2022-03-04;02:30;93;Provence-Alpes-Côte d'Azur;;;;;;5358;Consolidé;
2022-03-04T00:00:00-04:00;2022-03-04;05:00;93;Provence-Alpes-Côte d'Azur;5157;Définitif;;;5157;4836;Consolidé;9993
2022-03-04T04:00:00-04:00;2022-03-04;09:00;93;Provence-Alpes-Côte d'Azur;6151;Définitif;;;6151;5820;Consolidé;11971
2022-03-04T07:30:00-04:00;2022-03-04;12:30;93;Provence-Alpes-Côte d'Azur;;;;;;5537;Consolidé;
2022-03-04T08:00:00-04:00;2022-03-04;13:00;93;Provence-Alpes-Côte d'Azur;4476;Définitif;;;4476;5469;Consolidé;9945
2022-03-04T09:30:00-04:00;2022-03-04;14:30;93;Provence-Alpes-Côte d'Azur;;;;;;5357;Consolidé;
2022-03-04T11:30:00-04:00;2022-03-04;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;4959;Consolidé;
2022-03-04T20:30:00-04:00;2022-03-05;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;5177;Consolidé;
2022-03-05T01:00:00-04:00;2022-03-05;06:00;93;Provence-Alpes-Côte d'Azur;4231;Définitif;;;4231;4767;Consolidé;8998
2022-03-05T04:00:00-04:00;2022-03-05;09:00;93;Provence-Alpes-Côte d'Azur;4163;Définitif;;;4163;5419;Consolidé;9582
2022-03-05T04:30:00-04:00;2022-03-05;09:30;93;Provence-Alpes-Côte d'Azur;;;;;;5501;Consolidé;
2022-03-17T17:00:00-04:00;2022-03-17;22:00;93;Provence-Alpes-Côte d'Azur;5549;Définitif;;;5549;4796;Consolidé;10345
2022-03-17T19:00:00-04:00;2022-03-18;00:00;93;Provence-Alpes-Côte d'Azur;4065;Définitif;;;4065;4933;Consolidé;8998
2022-03-17T20:00:00-04:00;2022-03-18;01:00;93;Provence-Alpes-Côte d'Azur;3891;Définitif;;;3891;4528;Consolidé;8419
2022-03-17T21:00:00-04:00;2022-03-18;02:00;93;Provence-Alpes-Côte d'Azur;3854;Définitif;;;3854;4520;Consolidé;8374
2022-03-17T23:00:00-04:00;2022-03-18;04:00;93;Provence-Alpes-Côte d'Azur;3824;Définitif;;;3824;4156;Consolidé;7980
2022-03-18T00:30:00-04:00;2022-03-18;05:30;93;Provence-Alpes-Côte d'Azur;;;;;;4277;Consolidé;
2022-03-18T05:00:00-04:00;2022-03-18;10:00;93;Provence-Alpes-Côte d'Azur;5097;Définitif;;;5097;5243;Consolidé;10340
2022-03-18T11:30:00-04:00;2022-03-18;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;4621;Consolidé;
2022-03-18T13:00:00-04:00;2022-03-18;18:00;93;Provence-Alpes-Côte d'Azur;5868;Définitif;;;5868;4800;Consolidé;10668
2022-03-18T15:00:00-04:00;2022-03-18;20:00;93;Provence-Alpes-Côte d'Azur;5458;Définitif;;;5458;5342;Consolidé;10800
2022-03-18T18:00:00-04:00;2022-03-18;23:00;93;Provence-Alpes-Côte d'Azur;3862;Définitif;;;3862;4892;Consolidé;8754
2022-03-18T20:00:00-04:00;2022-03-19;01:00;93;Provence-Alpes-Côte d'Azur;3087;Définitif;;;3087;4586;Consolidé;7673
2022-03-19T02:00:00-04:00;2022-03-19;07:00;93;Provence-Alpes-Côte d'Azur;3589;Définitif;;;3589;4269;Consolidé;7858
2022-03-19T08:30:00-04:00;2022-03-19;13:30;93;Provence-Alpes-Côte d'Azur;;;;;;4953;Consolidé;
2022-03-19T11:30:00-04:00;2022-03-19;16:30;93;Provence-Alpes-Côte d'Azur;;;;;;4342;Consolidé;
2022-03-19T12:30:00-04:00;2022-03-19;17:30;93;Provence-Alpes-Côte d'Azur;;;;;;4344;Consolidé;
2022-03-19T16:00:00-04:00;2022-03-19;21:00;93;Provence-Alpes-Côte d'Azur;3751;Définitif;;;3751;4940;Consolidé;8691
2022-03-19T16:30:00-04:00;2022-03-19;21:30;93;Provence-Alpes-Côte d'Azur;;;;;;4795;Consolidé;
2022-03-19T20:30:00-04:00;2022-03-20;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;4641;Consolidé;
2022-03-20T00:30:00-04:00;2022-03-20;05:30;93;Provence-Alpes-Côte d'Azur;;;;;;4115;Consolidé;
2022-03-20T01:00:00-04:00;2022-03-20;06:00;93;Provence-Alpes-Côte d'Azur;4035;Définitif;;;4035;4084;Consolidé;8119
2022-03-20T05:30:00-04:00;2022-03-20;10:30;93;Provence-Alpes-Côte d'Azur;;;;;;4797;Consolidé;
2022-03-20T08:00:00-04:00;2022-03-20;13:00;93;Provence-Alpes-Côte d'Azur;3896;Définitif;;;3896;5103;Consolidé;8999
2022-03-20T14:30:00-04:00;2022-03-20;19:30;93;Provence-Alpes-Côte d'Azur;;;;;;5424;Consolidé;
2022-03-20T15:00:00-04:00;2022-03-20;20:00;93;Provence-Alpes-Côte d'Azur;5999;Définitif;;;5999;5360;Consolidé;11359
2022-03-20T15:30:00-04:00;2022-03-20;20:30;93;Provence-Alpes-Côte d'Azur;;;;;;5195;Consolidé;
2022-03-20T16:00:00-04:00;2022-03-20;21:00;93;Provence-Alpes-Côte d'Azur;5898;Définitif;;;5898;5037;Consolidé;10935
2022-03-20T19:30:00-04:00;2022-03-21;00:30;93;Provence-Alpes-Côte d'Azur;;;;;;4750;Consolidé;
2022-03-20T20:30:00-04:00;2022-03-21;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;4607;Consolidé;
2022-03-20T21:30:00-04:00;2022-03-21;02:30;93;Provence-Alpes-Côte d'Azur;;;;;;4665;Consolidé;
2022-03-11T18:00:00-04:00;2022-03-11;23:00;93;Provence-Alpes-Côte d'Azur;4825;Définitif;;;4825;5430;Consolidé;10255
2022-03-11T20:30:00-04:00;2022-03-12;01:30;93;Provence-Alpes-Côte d'Azur;;;;;;5080;Consolidé;
2022-03-11T21:00:00-04:00;2022-03-12;02:00;93;Provence-Alpes-Côte d'Azur;3991;Définitif;;;3991;5028;Consolidé;9019
2022-03-12T00:00:00-04:00;2022-03-12;05:00;93;Provence-Alpes-Côte d'Azur;3817;Définitif;;;3817;4589;Consolidé;8406
2022-03-12T00:30:00-04:00;2022-03-12;05:30;93;Provence-Alpes-Côte d'Azur;;;;;;4639;Consolidé;
2022-03-12T02:00:00-04:00;2022-03-12;07:00;93;Provence-Alpes-Côte d'Azur;4355;Définitif;;;4355;4742;Consolidé;9097
2022-03-12T13:00:00-04:00;2022-03-12;18:00;93;Provence-Alpes-Côte d'Azur;5312;Définitif;;;5312;5374;Consolidé;10686
2022-03-12T15:00:00-04:00;2022-03-12;20:00;93;Provence-Alpes-Côte d'Azur;5290;Définitif;;;5290;5873;Consolidé;11163
2022-03-12T16:00:00-04:00;2022-03-12;21:00;93;Provence-Alpes-Côte d'Azur;5151;Définitif;;;5151;5518;Consolidé;10669
2022-03-12T18:30:00-04:00;2022-03-12;23:30;93;Provence-Alpes-Côte d'Azur;;;;;;5743;Consolidé;
2022-03-12T22:00:00-04:00;2022-03-13;03:00;93;Provence-Alpes-Côte d'Azur;2972;Définitif;;;2972;4883;Consolidé;7855
2022-03-12T22:30:00-04:00;2022-03-13;03:30;93;Provence-Alpes-Côte d'Azur;;;;;;4769;Consolidé;
2022-03-13T03:30:00-04:00;2022-03-13;08:30;93;Provence-Alpes-Côte d'Azur;;;;;;4881;Consolidé;
