Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW)
2022-03-05T08:30:00-04:00;2022-03-05;13:30;76;Occitanie;;;;;;4980;Consolidé;
2022-03-05T11:30:00-04:00;2022-03-05;16:30;76;Occitanie;;;;;;4332;Consolidé;
2022-03-05T13:00:00-04:00;2022-03-05;18:00;76;Occitanie;1024;Définitif;2458;Définitif;3482;4579;Consolidé;8061
2022-03-05T16:00:00-04:00;2022-03-05;21:00;76;Occitanie;1037;Définitif;2251;Définitif;3288;4980;Consolidé;8268
2022-03-05T16:30:00-04:00;2022-03-05;21:30;76;Occitanie;;;;;;4947;Consolidé;
2022-03-05T17:30:00-04:00;2022-03-05;22:30;76;Occitanie;;;;;;4848;Consolidé;
2022-03-06T05:30:00-04:00;2022-03-06;10:30;76;Occitanie;;;;;;4778;Consolidé;
2022-03-06T06:30:00-04:00;2022-03-06;11:30;76;Occitanie;;;;;;4695;Consolidé;
2022-03-06T08:30:00-04:00;2022-03-06;13:30;76;Occitanie;;;;;;4658;Consolidé;
2022-03-06T10:00:00-04:00;2022-03-06;15:00;76;Occitanie;812;Définitif;2036;Définitif;2848;4235;Consolidé;7083
2022-03-06T11:30:00-04:00;2022-03-06;16:30;76;Occitanie;;;;;;4054;Consolidé;
2022-03-06T14:00:00-04:00;2022-03-06;19:00;76;Occitanie;1234;Définitif;2589;Définitif;3823;5181;Consolidé;9004
2022-03-06T15:30:00-04:00;2022-03-06;20:30;76;Occitanie;;;;;;5352;Consolidé;
2022-03-06T16:30:00-04:00;2022-03-06;21:30;76;Occitanie;;;;;;5145;Consolidé;
2022-03-06T22:30:00-04:00;2022-03-07;03:30;76;Occitanie;;;;;;4877;Consolidé;
2022-03-06T23:00:00-04:00;2022-03-07;04:00;76;Occitanie;1141;Définitif;2537;Définitif;3678;4844;Consolidé;8522
2022-03-07T00:30:00-04:00;2022-03-07;05:30;76;Occitanie;;;;;;5021;Consolidé;
2022-03-07T01:00:00-04:00;2022-03-07;06:00;76;Occitanie;1674;Définitif;3790;Définitif;5464;5257;Consolidé;10721
2022-03-07T05:30:00-04:00;2022-03-07;10:30;76;Occitanie;;;;;;5775;Consolidé;
2022-03-07T07:00:00-04:00;2022-03-07;12:00;76;Occitanie;1208;Définitif;2664;Définitif;3872;5579;Consolidé;9451
2022-03-07T09:30:00-04:00;2022-03-07;14:30;76;Occitanie;;;;;;4975;Consolidé;
2022-03-07T10:30:00-04:00;2022-03-07;15:30;76;Occitanie;;;;;;4736;Consolidé;
2022-03-07T15:00:00-04:00;2022-03-07;20:00;76;Occitanie;1326;Définitif;2633;Définitif;3959;5863;Consolidé;9822
2022-03-07T21:30:00-04:00;2022-03-08;02:30;76;Occitanie;;;;;;4977;Consolidé;
2022-03-07T22:00:00-04:00;2022-03-08;03:00;76;Occitanie;1084;Définitif;2178;Définitif;3262;4935;Consolidé;8197
2022-03-07T23:30:00-04:00;2022-03-08;04:30;76;Occitanie;;;;;;4739;Consolidé;
2022-03-08T02:00:00-04:00;2022-03-08;07:00;76;Occitanie;1743;Définitif;3692;Définitif;5435;5641;Consolidé;11076
2022-03-08T02:30:00-04:00;2022-03-08;07:30;76;Occitanie;;;;;;5814;Consolidé;
2022-03-08T03:30:00-04:00;2022-03-08;08:30;76;Occitanie;;;;;;5810;Consolidé;
2022-03-08T04:00:00-04:00;2022-03-08;09:00;76;Occitanie;1557;Définitif;2887;Définitif;4444;5763;Consolidé;10207
2022-03-08T08:00:00-04:00;2022-03-08;13:00;76;Occitanie;1410;Définitif;2165;Définitif;3575;5689;Consolidé;9264
2022-03-08T09:30:00-04:00;2022-03-08;14:30;76;Occitanie;;;;;;5418;Consolidé;
2022-03-08T10:00:00-04:00;2022-03-08;15:00;76;Occitanie;1295;Définitif;2021;Définitif;3316;5316;Consolidé;8632
2022-03-08T12:30:00-04:00;2022-03-08;17:30;76;Occitanie;;;;;;5132;Consolidé;
2022-03-08T14:00:00-04:00;2022-03-08;19:00;76;Occitanie;1377;Définitif;2563;Définitif;3940;5908;Consolidé;9848
2022-03-08T14:30:00-04:00;2022-03-08;19:30;76;Occitanie;;;;;;6045;Consolidé;
2022-03-08T16:00:00-04:00;2022-03-08;21:00;76;Occitanie;1264;Définitif;2274;Définitif;3538;5613;Consolidé;9151
2022-03-08T16:30:00-04:00;2022-03-08;21:30;76;Occitanie;;;;;;5431;Consolidé;
2022-03-08T18:30:00-04:00;2022-03-08;23:30;76;Occitanie;;;;;;5278;Consolidé;
2022-03-08T19:00:00-04:00;2022-03-09;00:00;76;Occitanie;956;Définitif;1791;Définitif;2747;5367;Consolidé;8114
2022-03-08T22:00:00-04:00;2022-03-09;03:00;76;Occitanie;947;Définitif;1879;Définitif;2826;4757;Consolidé;7583
2022-03-08T23:00:00-04:00;2022-03-09;04:00;76;Occitanie;1025;Définitif;2068;Définitif;3093;4583;Consolidé;7676
2022-03-09T00:30:00-04:00;2022-03-09;05:30;76;Occitanie;;;;;;4600;Consolidé;
2022-03-09T01:00:00-04:00;2022-03-09;06:00;76;Occitanie;1491;Définitif;3301;Définitif;4792;4778;Consolidé;9570
2022-03-09T02:00:00-04:00;2022-03-09;07:00;76;Occitanie;1603;Définitif;3438;Définitif;5041;5343;Consolidé;10384
2022-03-09T04:30:00-04:00;2022-03-09;09:30;76;Occitanie;;;;;;5503;Consolidé;
2022-03-09T08:00:00-04:00;2022-03-09;13:00;76;Occitanie;1131;Définitif;1944;Définitif;3075;5318;Consolidé;8393
2022-03-09T08:30:00-04:00;2022-03-09;13:30;76;Occitanie;;;;;;5200;Consolidé;
2022-03-09T09:00:00-04:00;2022-03-09;14:00;76;Occitanie;1055;Définitif;1849;Définitif;2904;5085;Consolidé;7989
2022-03-09T10:00:00-04:00;2022-03-09;15:00;76;Occitanie;1028;Définitif;1769;Définitif;2797;4748;Consolidé;7545
2022-03-09T12:30:00-04:00;2022-03-09;17:30;76;Occitanie;;;;;;4621;Consolidé;
2022-03-09T14:30:00-04:00;2022-03-09;19:30;76;Occitanie;;;;;;5712;Consolidé;
2022-03-09T16:30:00-04:00;2022-03-09;21:30;76;Occitanie;;;;;;5165;Consolidé;
2022-03-09T20:00:00-04:00;2022-03-10;01:00;76;Occitanie;844;Définitif;1667;Définitif;2511;4700;Consolidé;7211
2022-03-09T22:00:00-04:00;2022-03-10;03:00;76;Occitanie;850;Définitif;1693;Définitif;2543;4490;Consolidé;7033
2022-03-09T22:30:00-04:00;2022-03-10;03:30;76;Occitanie;;;;;;4419;Consolidé;
2022-03-10T00:00:00-04:00;2022-03-10;05:00;76;Occitanie;1087;Définitif;2202;Définitif;3289;4280;Consolidé;7569
2022-03-10T00:30:00-04:00;2022-03-10;05:30;76;Occitanie;;;;;;4383;Consolidé;
2022-03-10T05:00:00-04:00;2022-03-10;10:00;76;Occitanie;1247;Définitif;2281;Définitif;3528;5370;Consolidé;8898
2022-03-10T06:00:00-04:00;2022-03-10;11:00;76;Occitanie;1182;Définitif;2139;Définitif;3321;5256;Consolidé;8577
2022-03-10T06:30:00-04:00;2022-03-10;11:30;76;Occitanie;;;;;;5182;Consolidé;
2022-03-10T19:30:00-04:00;2022-03-11;00:30;76;Occitanie;;;;;;4706;Consolidé;
2022-03-10T21:00:00-04:00;2022-03-11;02:00;76;Occitanie;763;Définitif;1543;Définitif;2306;4466;Consolidé;6772
2022-03-11T01:00:00-04:00;2022-03-11;06:00;76;Occitanie;1313;Définitif;2836;Définitif;4149;4411;Consolidé;8560
2022-03-11T02:00:00-04:00;2022-03-11;07:00;76;Occitanie;1374;Définitif;2872;Définitif;4246;4938;Consolidé;9184
2022-02-24T09:00:00-04:00;2022-02-24;14:00;76;Occitanie;846;Définitif;1830;Définitif;2676;4979;Consolidé;7655
2022-02-24T11:00:00-04:00;2022-02-24;16:00;76;Occitanie;816;Définitif;1959;Définitif;2775;4535;Consolidé;7310
2022-02-24T12:30:00-04:00;2022-02-24;17:30;76;Occitanie;;;;;;4562;Consolidé;
2022-02-24T14:30:00-04:00;2022-02-24;19:30;76;Occitanie;;;;;;5386;Consolidé;
2022-02-24T16:30:00-04:00;2022-02-24;21:30;76;Occitanie;;;;;;4786;Consolidé;
2022-02-24T17:30:00-04:00;2022-02-24;22:30;76;Occitanie;;;;;;4614;Consolidé;
2022-02-24T20:30:00-04:00;2022-02-25;01:30;76;Occitanie;;;;;;4304;Consolidé;
2022-02-24T21:30:00-04:00;2022-02-25;02:30;76;Occitanie;;;;;;4247;Consolidé;
2022-02-24T23:30:00-04:00;2022-02-25;04:30;76;Occitanie;;;;;;3971;Consolidé;
2022-02-25T00:30:00-04:00;2022-02-25;05:30;76;Occitanie;;;;;;4146;Consolidé;
2022-02-25T01:30:00-04:00;2022-02-25;06:30;76;Occitanie;;;;;;4573;Consolidé;
2022-02-25T02:00:00-04:00;2022-02-25;07:00;76;Occitanie;1388;Définitif;3010;Définitif;4398;4826;Consolidé;9224
2022-02-25T03:00:00-04:00;2022-02-25;08:00;76;Occitanie;1307;Définitif;2998;Définitif;4305;5121;Consolidé;9426
2022-02-25T09:00:00-04:00;2022-02-25;14:00;76;Occitanie;871;Définitif;2034;Définitif;2905;4996;Consolidé;7901
2022-02-25T09:30:00-04:00;2022-02-25;14:30;76;Occitanie;;;;;;4805;Consolidé;
2022-02-25T12:30:00-04:00;2022-02-25;17:30;76;Occitanie;;;;;;4419;Consolidé;
2022-02-25T13:00:00-04:00;2022-02-25;18:00;76;Occitanie;1090;Définitif;2374;Définitif;3464;4605;Consolidé;8069
2022-02-25T16:00:00-04:00;2022-02-25;21:00;76;Occitanie;1083;Définitif;2328;Définitif;3411;5139;Consolidé;8550
2022-02-25T17:00:00-04:00;2022-02-25;22:00;76;Occitanie;1002;Définitif;2175;Définitif;3177;4903;Consolidé;8080
2022-02-25T22:30:00-04:00;2022-02-26;03:30;76;Occitanie;;;;;;4631;Consolidé;
2022-02-26T01:00:00-04:00;2022-02-26;06:00;76;Occitanie;1271;Définitif;3122;Définitif;4393;4720;Consolidé;9113
2022-02-26T02:30:00-04:00;2022-02-26;07:30;76;Occitanie;;;;;;4957;Consolidé;
2022-02-26T04:00:00-04:00;2022-02-26;09:00;76;Occitanie;1211;Définitif;2858;Définitif;4069;5192;Consolidé;9261
2022-02-26T04:30:00-04:00;2022-02-26;09:30;76;Occitanie;;;;;;5156;Consolidé;
2022-02-26T09:00:00-04:00;2022-02-26;14:00;76;Occitanie;793;Définitif;1812;Définitif;2605;4612;Consolidé;7217
2022-02-26T10:30:00-04:00;2022-02-26;15:30;76;Occitanie;;;;;;4204;Consolidé;
2022-02-26T14:00:00-04:00;2022-02-26;19:00;76;Occitanie;1122;Définitif;2388;Définitif;3510;5053;Consolidé;8563
2022-02-27T08:00:00-04:00;2022-02-27;13:00;76;Occitanie;944;Définitif;1934;Définitif;2878;5009;Consolidé;7887
2022-02-27T09:00:00-04:00;2022-02-27;14:00;76;Occitanie;920;Définitif;1754;Définitif;2674;4602;Consolidé;7276
2022-02-27T10:30:00-04:00;2022-02-27;15:30;76;Occitanie;;;;;;4085;Consolidé;
2022-02-27T14:00:00-04:00;2022-02-27;19:00;76;Occitanie;1139;Définitif;2218;Définitif;3357;5067;Consolidé;8424
2022-02-27T21:00:00-04:00;2022-02-28;02:00;76;Occitanie;858;Définitif;1749;Définitif;2607;4587;Consolidé;7194
2022-02-28T00:00:00-04:00;2022-02-28;05:00;76;Occitanie;1137;Définitif;2444;Définitif;3581;4340;Consolidé;7921
2022-02-28T00:30:00-04:00;2022-02-28;05:30;76;Occitanie;;;;;;4518;Consolidé;
2022-02-28T02:00:00-04:00;2022-02-28;07:00;76;Occitanie;1579;Définitif;3348;Définitif;4927;5224;Consolidé;10151
2022-02-28T03:00:00-04:00;2022-02-28;08:00;76;Occitanie;1487;Définitif;3194;Définitif;4681;5440;Consolidé;10121
2022-02-28T07:30:00-04:00;2022-02-28;12:30;76;Occitanie;;;;;;5004;Consolidé;
2022-02-28T12:30:00-04:00;2022-02-28;17:30;76;Occitanie;;;;;;4177;Consolidé;
2022-02-28T15:30:00-04:00;2022-02-28;20:30;76;Occitanie;;;;;;5145;Consolidé;
2022-02-28T16:30:00-04:00;2022-02-28;21:30;76;Occitanie;;;;;;4885;Consolidé;
2022-02-28T22:00:00-04:00;2022-03-01;03:00;76;Occitanie;941;Définitif;1926;Définitif;2867;4550;Consolidé;7417
2022-02-28T23:00:00-04:00;2022-03-01;04:00;76;Occitanie;1010;Définitif;2104;Définitif;3114;4373;Consolidé;7487
2022-03-01T02:00:00-04:00;2022-03-01;07:00;76;Occitanie;1478;Définitif;3357;Définitif;4835;5243;Consolidé;10078
2022-03-01T04:00:00-04:00;2022-03-01;09:00;76;Occitanie;1270;Définitif;2748;Définitif;4018;5455;Consolidé;9473
2022-03-01T05:30:00-04:00;2022-03-01;10:30;76;Occitanie;;;;;;5049;Consolidé;
2022-03-01T07:30:00-04:00;2022-03-01;12:30;76;Occitanie;;;;;;4955;Consolidé;
2022-03-01T09:00:00-04:00;2022-03-01;14:00;76;Occitanie;979;Définitif;1717;Définitif;2696;4820;Consolidé;7516
2022-03-01T11:30:00-04:00;2022-03-01;16:30;76;Occitanie;;;;;;4388;Consolidé;
2022-03-01T19:00:00-04:00;2022-03-02;00:00;76;Occitanie;877;Définitif;1697;Définitif;2574;5061;Consolidé;7635
2022-03-01T21:00:00-04:00;2022-03-02;02:00;76;Occitanie;888;Définitif;1711;Définitif;2599;4547;Consolidé;7146
2022-03-01T22:30:00-04:00;2022-03-02;03:30;76;Occitanie;;;;;;4385;Consolidé;
2022-03-02T00:00:00-04:00;2022-03-02;05:00;76;Occitanie;1124;Définitif;2220;Définitif;3344;4256;Consolidé;7600
2022-03-02T01:30:00-04:00;2022-03-02;06:30;76;Occitanie;;;;;;4764;Consolidé;
2022-03-02T12:30:00-04:00;2022-03-02;17:30;76;Occitanie;;;;;;5140;Consolidé;
2022-03-02T16:00:00-04:00;2022-03-02;21:00;76;Occitanie;1139;Définitif;2113;Définitif;3252;5219;Consolidé;8471
2022-03-02T16:30:00-04:00;2022-03-02;21:30;76;Occitanie;;;;;;5068;Consolidé;
2022-03-02T17:00:00-04:00;2022-03-02;22:00;76;Occitanie;1051;Définitif;1926;Définitif;2977;4873;Consolidé;7850
2022-03-02T17:30:00-04:00;2022-03-02;22:30;76;Occitanie;;;;;;4880;Consolidé;
2022-03-02T18:00:00-04:00;2022-03-02;23:00;76;Occitanie;939;Définitif;1726;Définitif;2665;5242;Consolidé;7907
2022-03-02T19:30:00-04:00;2022-03-03;00:30;76;Occitanie;;;;;;4843;Consolidé;
2022-03-02T20:00:00-04:00;2022-03-03;01:00;76;Occitanie;895;Définitif;1618;Définitif;2513;4602;Consolidé;7115
2022-03-02T21:00:00-04:00;2022-03-03;02:00;76;Occitanie;921;Définitif;1641;Définitif;2562;4626;Consolidé;7188
2022-03-03T01:00:00-04:00;2022-03-03;06:00;76;Occitanie;1508;Définitif;2904;Définitif;4412;4609;Consolidé;9021
2022-03-03T04:30:00-04:00;2022-03-03;09:30;76;Occitanie;;;;;;5280;Consolidé;
2022-03-03T05:30:00-04:00;2022-03-03;10:30;76;Occitanie;;;;;;5079;Consolidé;
2022-03-03T10:30:00-04:00;2022-03-03;15:30;76;Occitanie;;;;;;4203;Consolidé;
2022-03-03T15:00:00-04:00;2022-03-03;20:00;76;Occitanie;1123;Définitif;1961;Définitif;3084;5243;Consolidé;8327
2022-03-03T16:00:00-04:00;2022-03-03;21:00;76;Occitanie;1078;Définitif;1824;Définitif;2902;4859;Consolidé;7761
2022-03-03T20:30:00-04:00;2022-03-04;01:30;76;Occitanie;;;;;;4409;Consolidé;
2022-03-03T21:30:00-04:00;2022-03-04;02:30;76;Occitanie;;;;;;4304;Consolidé;
2022-03-04T01:00:00-04:00;2022-03-04;06:00;76;Occitanie;1371;Définitif;2658;Définitif;4029;4283;Consolidé;8312
2022-03-04T02:00:00-04:00;2022-03-04;07:00;76;Occitanie;1466;Définitif;2727;Définitif;4193;4727;Consolidé;8920
2022-03-04T04:30:00-04:00;2022-03-04;09:30;76;Occitanie;;;;;;5180;Consolidé;
2022-03-04T06:00:00-04:00;2022-03-04;11:00;76;Occitanie;956;Définitif;2555;Définitif;3511;5186;Consolidé;8697
2022-03-04T06:30:00-04:00;2022-03-04;11:30;76;Occitanie;;;;;;5223;Consolidé;
2022-03-04T09:00:00-04:00;2022-03-04;14:00;76;Occitanie;823;Définitif;2345;Définitif;3168;5298;Consolidé;8466
2022-03-04T10:00:00-04:00;2022-03-04;15:00;76;Occitanie;820;Définitif;2330;Définitif;3150;5056;Consolidé;8206
2022-03-04T12:00:00-04:00;2022-03-04;17:00;76;Occitanie;915;Définitif;2476;Définitif;3391;4792;Consolidé;8183
2022-03-04T13:00:00-04:00;2022-03-04;18:00;76;Occitanie;1036;Définitif;2529;Définitif;3565;4932;Consolidé;8497
2022-03-04T20:30:00-04:00;2022-03-05;01:30;76;Occitanie;;;;;;4578;Consolidé;
2022-03-05T04:30:00-04:00;2022-03-05;09:30;76;Occitanie;;;;;;4895;Consolidé;
2022-03-05T05:30:00-04:00;2022-03-05;10:30;76;Occitanie;;;;;;4920;Consolidé;
2022-03-17T16:30:00-04:00;2022-03-17;21:30;76;Occitanie;;;;;;4661;Consolidé;
2022-03-17T17:00:00-04:00;2022-03-17;22:00;76;Occitanie;801;Définitif;1600;Définitif;2401;4491;Consolidé;6892
2022-03-17T17:30:00-04:00;2022-03-17;22:30;76;Occitanie;;;;;;4500;Consolidé;
2022-03-17T18:00:00-04:00;2022-03-17;23:00;76;Occitanie;733;Définitif;1422;Définitif;2155;4846;Consolidé;7001
2022-03-17T23:00:00-04:00;2022-03-18;04:00;76;Occitanie;753;Définitif;1563;Définitif;2316;3969;Consolidé;6285
2022-03-18T00:30:00-04:00;2022-03-18;05:30;76;Occitanie;;;;;;4061;Consolidé;
2022-03-18T10:30:00-04:00;2022-03-18;15:30;76;Occitanie;;;;;;4952;Consolidé;
2022-03-18T12:30:00-04:00;2022-03-18;17:30;76;Occitanie;;;;;;4685;Consolidé;
2022-03-18T17:00:00-04:00;2022-03-18;22:00;76;Occitanie;786;Définitif;1717;Définitif;2503;4795;Consolidé;7298
2022-03-18T18:00:00-04:00;2022-03-18;23:00;76;Occitanie;691;Définitif;1538;Définitif;2229;5111;Consolidé;7340
2022-03-18T19:00:00-04:00;2022-03-19;00:00;76;Occitanie;652;Définitif;1431;Définitif;2083;4952;Consolidé;7035
2022-03-18T22:30:00-04:00;2022-03-19;03:30;76;Occitanie;;;;;;4169;Consolidé;
2022-03-19T03:30:00-04:00;2022-03-19;08:30;76;Occitanie;;;;;;4486;Consolidé;
2022-03-19T13:00:00-04:00;2022-03-19;18:00;76;Occitanie;828;Définitif;1721;Définitif;2549;4132;Consolidé;6681
2022-03-19T17:30:00-04:00;2022-03-19;22:30;76;Occitanie;;;;;;4599;Consolidé;
2022-03-19T19:00:00-04:00;2022-03-20;00:00;76;Occitanie;666;Définitif;1429;Définitif;2095;4802;Consolidé;6897
2022-03-19T19:30:00-04:00;2022-03-20;00:30;76;Occitanie;;;;;;4597;Consolidé;
2022-03-19T20:00:00-04:00;2022-03-20;01:00;76;Occitanie;664;Définitif;1392;Définitif;2056;4364;Consolidé;6420
2022-03-19T22:00:00-04:00;2022-03-20;03:00;76;Occitanie;682;Définitif;1427;Définitif;2109;4138;Consolidé;6247
2022-03-20T00:30:00-04:00;2022-03-20;05:30;76;Occitanie;;;;;;3822;Consolidé;
2022-03-20T01:30:00-04:00;2022-03-20;06:30;76;Occitanie;;;;;;3927;Consolidé;
2022-03-20T05:00:00-04:00;2022-03-20;10:00;76;Occitanie;999;Définitif;1872;Définitif;2871;4516;Consolidé;7387
2022-03-20T07:00:00-04:00;2022-03-20;12:00;76;Occitanie;973;Définitif;1599;Définitif;2572;4785;Consolidé;7357
2022-03-20T09:30:00-04:00;2022-03-20;14:30;76;Occitanie;;;;;;4453;Consolidé;
2022-03-20T12:30:00-04:00;2022-03-20;17:30;76;Occitanie;;;;;;4137;Consolidé;
2022-03-20T15:00:00-04:00;2022-03-20;20:00;76;Occitanie;997;Définitif;1878;Définitif;2875;5093;Consolidé;7968
2022-03-20T16:00:00-04:00;2022-03-20;21:00;76;Occitanie;925;Définitif;1716;Définitif;2641;4689;Consolidé;7330
2022-03-20T20:00:00-04:00;2022-03-21;01:00;76;Occitanie;721;Définitif;1351;Définitif;2072;4273;Consolidé;6345
2022-03-20T21:30:00-04:00;2022-03-21;02:30;76;Occitanie;;;;;;4188;Consolidé;
2022-03-20T23:00:00-04:00;2022-03-21;04:00;76;Occitanie;840;Définitif;1606;Définitif;2446;3962;Consolidé;6408
2022-03-11T18:30:00-04:00;2022-03-11;23:30;76;Occitanie;;;;;;4941;Consolidé;
2022-03-11T20:00:00-04:00;2022-03-12;01:00;76;Occitanie;724;Définitif;1353;Définitif;2077;4505;Consolidé;6582
2022-03-12T00:30:00-04:00;2022-03-12;05:30;76;Occitanie;;;;;;4097;Consolidé;
2022-03-12T01:00:00-04:00;2022-03-12;06:00;76;Occitanie;1135;Définitif;2254;Définitif;3389;4143;Consolidé;7532
2022-03-12T03:30:00-04:00;2022-03-12;08:30;76;Occitanie;;;;;;4659;Consolidé;
2022-03-12T04:30:00-04:00;2022-03-12;09:30;76;Occitanie;;;;;;5064;Consolidé;
2022-03-12T06:30:00-04:00;2022-03-12;11:30;76;Occitanie;;;;;;5459;Consolidé;
2022-03-12T07:00:00-04:00;2022-03-12;12:00;76;Occitanie;1109;Définitif;2076;Définitif;3185;5607;Consolidé;8792
2022-03-12T15:00:00-04:00;2022-03-12;20:00;76;Occitanie;1066;Définitif;2125;Définitif;3191;5430;Consolidé;8621
2022-03-12T17:00:00-04:00;2022-03-12;22:00;76;Occitanie;915;Définitif;1825;Définitif;2740;4911;Consolidé;7651
2022-03-12T21:00:00-04:00;2022-03-13;02:00;76;Occitanie;769;Définitif;1546;Définitif;2315;4597;Consolidé;6912
2022-03-12T21:30:00-04:00;2022-03-13;02:30;76;Occitanie;;;;;;4534;Consolidé;
2022-03-13T01:00:00-04:00;2022-03-13;06:00;76;Occitanie;1127;Définitif;2315;Définitif;3442;4133;Consolidé;7575
2022-03-13T05:00:00-04:00;2022-03-13;10:00;76;Occitanie;1204;Définitif;2325;Définitif;3529;5055;Consolidé;8584
2022-03-13T12:30:00-04:00;2022-03-13;17:30;76;Occitanie;;;;;;4693;Consolidé;
2022-03-13T18:30:00-04:00;2022-03-13;23:30;76;Occitanie;;;;;;5145;Consolidé;
2022-03-13T22:00:00-04:00;2022-03-14;03:00;76;Occitanie;868;Définitif;1988;Définitif;2856;4756;Consolidé;7612
2022-03-14T00:30:00-04:00;2022-03-14;05:30;76;Occitanie;;;;;;4672;Consolidé;
2022-03-14T09:30:00-04:00;2022-03-14;14:30;76;Occitanie;;;;;;5756;Consolidé;
2022-03-14T10:00:00-04:00;2022-03-14;15:00;76;Occitanie;1049;Définitif;2233;Définitif;3282;5622;Consolidé;8904
2022-03-14T15:00:00-04:00;2022-03-14;20:00;76;Occitanie;1092;Définitif;2282;Définitif;3374;5839;Consolidé;9213
2022-03-11T05:30:00-04:00;2022-03-11;10:30;76;Occitanie;;;;;;5288;Consolidé;
2022-03-11T07:00:00-04:00;2022-03-11;12:00;76;Occitanie;1100;Définitif;2080;Définitif;3180;5577;Consolidé;8757
2022-03-11T09:00:00-04:00;2022-03-11;14:00;76;Occitanie;1034;Définitif;1848;Définitif;2882;5651;Consolidé;8533
2022-03-11T09:30:00-04:00;2022-03-11;14:30;76;Occitanie;;;;;;5478;Consolidé;
2022-03-11T12:00:00-04:00;2022-03-11;17:00;76;Occitanie;1095;Définitif;1974;Définitif;3069;4971;Consolidé;8040
2022-03-11T14:30:00-04:00;2022-03-11;19:30;76;Occitanie;;;;;;5598;Consolidé;
2022-03-11T15:00:00-04:00;2022-03-11;20:00;76;Occitanie;1066;Définitif;1939;Définitif;3005;5514;Consolidé;8519
2022-03-15T00:00:00-04:00;2022-03-15;05:00;76;Occitanie;968;Définitif;2025;Définitif;2993;4166;Consolidé;7159
2022-03-15T01:00:00-04:00;2022-03-15;06:00;76;Occitanie;1301;Définitif;2772;Définitif;4073;4410;Consolidé;8483
2022-03-15T05:30:00-04:00;2022-03-15;10:30;76;Occitanie;;;;;;5302;Consolidé;
2022-03-15T07:30:00-04:00;2022-03-15;12:30;76;Occitanie;;;;;;5516;Consolidé;
2022-03-15T08:30:00-04:00;2022-03-15;13:30;76;Occitanie;;;;;;5399;Consolidé;
2022-03-15T11:00:00-04:00;2022-03-15;16:00;76;Occitanie;956;Définitif;1897;Définitif;2853;4893;Consolidé;7746
2022-03-15T12:00:00-04:00;2022-03-15;17:00;76;Occitanie;1008;Définitif;2017;Définitif;3025;4804;Consolidé;7829
2022-03-15T14:30:00-04:00;2022-03-15;19:30;76;Occitanie;;;;;;5632;Consolidé;
2022-03-15T21:30:00-04:00;2022-03-16;02:30;76;Occitanie;;;;;;4298;Consolidé;
2022-03-15T23:00:00-04:00;2022-03-16;04:00;76;Occitanie;757;Définitif;1549;Définitif;2306;3985;Consolidé;6291
2022-03-16T03:00:00-04:00;2022-03-16;08:00;76;Occitanie;1204;Définitif;2500;Définitif;3704;4976;Consolidé;8680
2022-03-16T03:30:00-04:00;2022-03-16;08:30;76;Occitanie;;;;;;5120;Consolidé;
2022-03-16T11:30:00-04:00;2022-03-16;16:30;76;Occitanie;;;;;;4654;Consolidé;
2022-03-16T14:00:00-04:00;2022-03-16;19:00;76;Occitanie;995;Définitif;1962;Définitif;2957;5278;Consolidé;8235
2022-03-16T14:30:00-04:00;2022-03-16;19:30;76;Occitanie;;;;;;5451;Consolidé;
2022-03-16T15:30:00-04:00;2022-03-16;20:30;76;Occitanie;;;;;;5069;Consolidé;
2022-02-21T10:30:00-04:00;2022-02-21;15:30;76;Occitanie;;;;;;4792;Consolidé;
2022-02-21T13:00:00-04:00;2022-02-21;18:00;76;Occitanie;1108;Définitif;2524;Définitif;3632;4806;Consolidé;8438
2022-02-21T15:00:00-04:00;2022-02-21;20:00;76;Occitanie;1062;Définitif;2395;Définitif;3457;5566;Consolidé;9023
2022-02-21T18:00:00-04:00;2022-02-21;23:00;76;Occitanie;804;Définitif;1860;Définitif;2664;5229;Consolidé;7893
2022-02-21T20:30:00-04:00;2022-02-22;01:30;76;Occitanie;;;;;;4520;Consolidé;
2022-02-21T23:00:00-04:00;2022-02-22;04:00;76;Occitanie;866;Définitif;2017;Définitif;2883;4227;Consolidé;7110
2022-02-22T00:00:00-04:00;2022-02-22;05:00;76;Occitanie;1011;Définitif;2425;Définitif;3436;4201;Consolidé;7637
2022-02-22T01:00:00-04:00;2022-02-22;06:00;76;Occitanie;1333;Définitif;3148;Définitif;4481;4467;Consolidé;8948
2022-02-22T03:00:00-04:00;2022-02-22;08:00;76;Occitanie;1331;Définitif;3130;Définitif;4461;5310;Consolidé;9771
2022-02-22T05:00:00-04:00;2022-02-22;10:00;76;Occitanie;1094;Définitif;2596;Définitif;3690;5330;Consolidé;9020
2022-02-22T05:30:00-04:00;2022-02-22;10:30;76;Occitanie;;;;;;5213;Consolidé;
2022-02-22T10:00:00-04:00;2022-02-22;15:00;76;Occitanie;771;Définitif;1844;Définitif;2615;4624;Consolidé;7239
2022-02-22T14:00:00-04:00;2022-02-22;19:00;76;Occitanie;1033;Définitif;2225;Définitif;3258;5370;Consolidé;8628
